campaign_id,sequence,target_stage,seq_length
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
10629,"T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498,T1498",Impact,50
